community_title,community_content,status,post_status,member_id
"""국민 안전을 해치는 해외직구 제품 원천 차단""",(세종=연합뉴스) 배재만 기자 = 이정원 국무조정실 2차장(가운데)이 14일 정부세종청사에서 국민 안전을 해치는 해외직구 제품 원천 차단을 골자로 한 '해외직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'에 대해 설명하고 있다. 2024.5.16    scoop@yna.co.kr,0,3,2
"중앙과학관 ""거대언어모델 탑재 AI 로봇, 전시관에 최초 활용""","엔씨소프트 '바르코 LLM' 탑재한 트위니 자율주행 로봇 '나르고' 상설 전시



창의나래관 누비는 나르고[국립중앙과학관 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 조승한 기자 = 국립중앙과학관은 국산 거대언어모델(LLM)을 탑재한 대화형 인공지능(AI) 자율주행로봇 '나르고'를 17일부터 창의나래관에서 상설 전시한다고 16일 밝혔다.    나르고는 자율주행 로봇 기업 트위니에서 개발한 자율 배송 로봇이다. 지난 2월 조달청 혁신제품 시범 구매 제도를 통해 3개월간 중앙과학관에서 시범 운영한 후 이번에 엔씨소프트가 개발한 '바르코 LLM'을 탑재해 대화형 로봇으로 고도화했다.    전시관에 국내 독자 거대언어모델을 활용한 것은 이번이 처음이라고 중앙과학관은 강조했다.    관람객은 나르고와 과학에 관해 대화하거나 원하는 전시 콘텐츠로 안내받을 수 있으며, LLM에 과학관을 학습시켜 전문적이고 최적화된 답변을 하도록 했다고 중앙과학관은 덧붙였다.    나르고는 과학관 스포츠과학 특별전 개막식에서 성화봉을 가져다주는 등 이벤트로도 활용됐으며, 향후 도슨트 기능 탑재를 비롯해 과학 관련 전문가와 대화하는 수준으로 고도화할 예정이다.    권현준 중앙과학관장 직무대리는 ""쉽게 체감하지 못했던 거대언어모델이 탑재된 대화형 인공지능 로봇을 과학관에 직접 와서 체험하고, 최근 빠르게 발전하고 있는 인공지능 기술을 느끼길 바란다""고 말했다.    shjo@yna.co.kr",0,3,2
"""국민 안전을 해치는 해외직구 제품 원천 차단""",(세종=연합뉴스) 배재만 기자 = 이정원 국무조정실 2차장(왼쪽 네 번째)이 14일 정부세종청사에서 국민 안전을 해치는 해외직구 제품 원천 차단을 골자로 한 '해외직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'에 대해 설명하고 있다. 2024.5.16    scoop@yna.co.kr,0,3,2
"""국민 안전을 해치는 해외직구 제품 원천 차단""",(세종=연합뉴스) 배재만 기자 = 이정원 국무조정실 2차장(왼쪽 두 번째)이 14일 정부세종청사에서 국민 안전을 해치는 해외직구 제품 원천 차단을 골자로 한 '해외직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'에 대해 설명하고 있다. 2024.5.16    scoop@yna.co.kr,0,3,2
"[게시판] 국립어린이과학관, 유아 감성형 과학도서 해설프로그램 운영",공룡 그림책 얼큰이와 코뿔이[국립어린이과학관 제공. 재판매 및 DB 금지]    ▲ 국립어린이과학관은 유아 감성형 과학도서 해설프로그램 '북적북적 과학관'을 운영한다. 이 행사는 공룡 디오라마 공간에서 과학해설사가 과학도서를 구연하는 프로그램이다. 지난해 전남 신안군 해안에서 초식공룡과 육식공룡알 화석이 한 곳에서 발견된 것에 기반해 육식공룡 '얼큰이'와 초식공룡 '코뿔이'가 병원에서 뒤바뀐 소동을 다룬다. 구연 내용은 '얼큰이와 코뿔이'라는 공상과학(SF) 그림책으로도 출간된다. (서울=연합뉴스),0,3,2
"'스마트초이스' 개편…""내게 딱 맞는 스마트폰 요금제 추천""","단말기지원금·선택약정 할인 혜택 비교…OTT 할인도 확인



단말기지원금, 선택약정할인 혜택 비교 예시[과기정통부 제공. 재판매 및 DB 금지]    (서울=연합뉴스) 이정현 기자 = 과학기술정보통신부와 한국통신사업자연합회(KTOA)는 통신요금 정보포털 '스마트 초이스'(www.smartchoice.or.kr)를 개편해 국민들이 자신에게 맞는 이동전화 요금제를 추천받을 수 있도록 했다고 16일 밝혔다.    과기정통부와 KTOA는 이용자가 새롭게 나온 다수 요금제를 쉽게 이해하고 통신사 간 혜택을 비교할 수 있도록 스마트초이스를 개선했다고 설명했다.    먼저 단말기 지원금 조회 서비스에 예시 설명 메뉴를 추가해 용어에 익숙하지 않은 이용자도 쉽게 이해하고, 이를 바탕으로 직접 혜택을 비교할 수 있도록 했다.    단말 모델과 요금 수준을 선택해 검색할 경우 단말기 지원금과 선택약정 요금할인 간 혜택을 세부적으로 비교해주는 기능도 추가했다.    아울러 '월 납부액 계산하기' 메뉴를 통해 선택한 단말 모델 및 요금제를 기준으로 단말기 지원금과 선택약정 요금할인 간 예상 월 납부액도 비교할 수 있다.    과기정통부는 또 자신이 평균적으로 데이터를 얼마나 사용하는지 정확히 알고 최적 요금제를 찾을 수 있도록, 요금제 검색 전 최근 3개월간 실제 사용량을 확인할 수 있는 이통3사 홈페이지 링크를 추가했다.    요금제 개편을 통해 다양해진 이통3사의 5G 요금체계를 한눈에 비교할 수 있는 주요 5G 요금제 현황도 파일 형태로 제공된다.    이 밖에도 110여 종의 이동통신-OTT 결합 상품 및 부가서비스 정보를 종합해 제공한다. 이에 더해 티빙 등 OTT 5개 사의 기본 요금제 현황도 확인할 수 있다.    더불어 데이터 제공량이 어떻게 세분돼 왔는지 등 5G 요금제 개편 추진현황도 보기 쉽게 안내해준다.    이번 정부 들어 과기정통부는 가계통신비 부담을 완화하기 위해 통신사와 협의해 3차에 걸친 5G 요금제 개편을 추진했다.    3만원대 5G 요금제를 신설해 기존 4만원대 중후반의 5G 요금 최저구간을 3만원대로 낮추고, 소·중량 구간 데이터 제공량을 세분화했다. 또, 청년·고령층·온라인 특화 요금제를 신설하고 OTT 구독료 할인 혜택도 강화했다.    lisa@yna.co.kr",0,3,2
퇴직연금 적립금 382조원으로 5년새 2배…작년 수익률 5.26%,"수익률 호조, 증시 강세 등 덕분…적립금 전년 대비 13.8% 증가작년 수급액의 절반, 일시금 아닌 '연금'으로 수령



퇴직연금(PG)[제작 이태호] 사진합성, 일러스트    (서울=연합뉴스) 고미혜 기자 = 퇴직연금 적립금 규모가 5년 새 2배로 증가했다.     퇴직연금을 일시금으로 수령하는 이들이 여전히 많지만, 연금 수령도 점차 늘어 지난해 전체 계좌 중 10%, 금액 기준으론 절반가량이 연금 수령을 택했다.    16일 고용노동부와 금융감독원에 따르면 작년 말 기준 퇴직연금 적립금은 총 382조4천억원으로, 전년 대비 46조5천억원(13.8%) 증가했다.    2018년 190조원에서 해마다 10% 이상씩 증가해 5년 만에 2배 규모로 늘었다.    유형별로는 사전에 정해진 퇴직금을 지급받게 되는 확정급여형(DB)이 205조3천억원, 근로자가 운용 주체가 되는 확정기여형(DC)이 101조4천억원, 개인형 퇴직연금(IRP)이 75조6천억원이다.    전년 대비 적립금 증가율은 세제혜택이 확대된 IRP가 31.2%로 가장 높고, DC 18.1%, DB 6.7%였다.     전체 적립금 중 87.2%는 원리금보장형으로, 12.8%는 실적배당형으로 운영되고 있었다.



    지난해 퇴직연금 수익률은 5.25%를 기록했다.     주식시장 강세 등에 힘입어 전년(0.02%)보다 수익률이 크게 올랐다.     최근 5년과 10년간의 연환산 수익률은 각각 2.35%, 2.07%다.     실적배당형의 수익률이 13.27%로, 원리금보장형(4.08%)의 3배 이상이었다. 유형별로는 실적배당형 비중이 높은 IRP의 수익률이 6.59%로 가장 높았고, DC 5.79%, DB 4.50%였다.     적립금 대비 운용관리 수수료, 자산관리 수수료 등 가입자 비용 부담 수준을 나타내는 총비용부담률은 0.372%로, 전년보다 0.02%포인트 소폭 하락했다.    은행의 총비용부담률이 0.412%로 가장 높고 생명보험(0.333%), 금융투자(0.325%), 손해보험(0.306%), 근로복지공단(0.078%) 순이었다.     지난해 퇴직연금 수령이 시작된 계좌 약 53만 개 가운데 연금 방식으로 수령한 계좌는 10.4%를 차지했다. 



    연금 수령 비율은 2021년 4.3%, 2022년 7.1%에서 꾸준히 늘어 처음으로 10%를 웃돌았다.     다만 아직도 90% 가까운 계좌는 일시금으로 수령하고 있었다.     퇴직연금액 자체가 작아 연금 수령이 크게 의미 없는 계좌가 많기 때문으로 추정된다.     실제로 지난해 연금수령 계좌의 평균 수령액은 1억3천976만원, 일시금 수령 계좌의 평균 수령액은 1천645만원으로 차이가 컸다.     이 때문에 계좌 수 기준으로는 연금 수령 비율이 10%지만, 수급 금액 기준으론 절반 가까이(49.7%)를 차지했다.    mihye@yna.co.kr",0,3,2
"[게시판] 서울교육청, 고교학점제 온라인 지원센터 개통","[서울시교육청 제공]    ▲ 서울시교육청은 2025학년도 고교학점제 전면 도입에 대비해 관련 자료를 제공하는 누리집(https://seoulhsc.sen.go.kr)을 17일부터 개통한다고 16일 밝혔다. 고교학점제는 고교생들이 진로·적성에 따라 원하는 과목을 선택해서 듣고 일정 학점을 채우면 졸업할 수 있도록 한 제도다. 누리집에서는 고교 학점제의 기본 구조, 각 고등학교의 교육과정 편성 운영 현황, 선택 과목별 정보 등을 볼 수 있다. (서울=연합뉴스)",0,3,2
"교육부, 2030청년자문단 평생교육정책 토론회 개최","업무하는 교육부 직원들 [연합뉴스 자료사진]    (서울=연합뉴스) 고유선 기자 = 교육부는 17일 국가평생교육진흥원에서 '2030 청년자문단 평생교육정책 현장 토론회'를 개최한다고 16일 밝혔다.    이번 토론회는 자문단이 평생교육 관련 정책과 사업에 대해 논의하고 평생교육이 나아갈 방향과 관련해 청년들의 의견을 제안하고자 마련했다.    자문단은 ▲ 전 연령층이 참여할 수 있는 다양한 평생교육 프로그램 마련 ▲ 케이무크(K-MOOC)의 적극적인 홍보와 실용적 프로그램 강화 ▲ 국가평생교육진흥원 학점은행제 교육과정에 참여하는 기관·지자체 확대 등을 제안한다.    교육부는 급격한 사회변화에 대응하고 더 많은 청년이 참여할 수 있도록 디지털 평생교육 등 다양한 프로그램을 마련하고 저소득 성인의 참여를 위해 평생교육이용권을 늘려 나갈 계획이다.    최창익 교육부 평생직업교육정책관은 ""수요자 중심의 평생학습 지원 체계를 마련할 수 있도록 평생교육 과제 추진에 청년들의 목소리를 적극 반영하겠다""라고 전했다.    cindy@yna.co.kr",0,3,2
5월 동행축제 '순항'…12일간 매출 5천601억원 기록,"'행복쇼핑 동행축제'(부산=연합뉴스) 차근호 기자 = 오영주 중소벤처기업부 장관이 1일 부산 해운대 구남로 광장에서 열린 '살맛 나는 행복 쇼핑, 2024 동행 축제'에서 라이브 방송 판매 행사에 참여해 시청자들에게 인사를 하고 있다. 2024.5.1 ready@yna.co.kr(서울=연합뉴스) 박상돈 기자 = 중소벤처기업부는 올해 첫 동행축제에서 12일간 온오프라인 채널 등을 통해 5천601억원의 판매 실적을 기록했다고 16일 밝혔다.    동행축제는 중소기업·소상공인 제품 소비 촉진을 위한 행사로 지난 1일 시작해 오는 28일까지 진행된다.    매출 실적은 TV홈쇼핑 등 온라인 채널과 정책 매장 등 온오프라인을 통한 매출 2천214억원, 온누리상품권 1천367억원 등 직·간접 매출이 3천581억원이고 지역사랑상품권 판매액이 2천20억원이다.    밀가루 없는 어묵탕 제품의 경우 티몬 라이브커머스 셀럽 특별 방송 프로그램을 통해 단시간에 1억1천700만원의 매출을 달성했고 국내산 반건조 오징어 피데기는 동행축제 기획전을 통해 8일간 1억1천100만원의 판매 실적을 올렸다.    이대건 중기부 소상공인정책관은 ""이번 동행축제는 국민들이 행복하고 지혜로운 소비가 될 수 있도록 준비했다""며 ""동행축제를 통해 우수한 중소기업, 소상공인 제품들의 판로가 더욱 확대될 수 있도록 마지막까지 최선을 다하겠다""고 말했다.    kaka@yna.co.kr",0,3,2
"유모차·장난감·온수매트 등 해외직구, 안전인증 없으면 금지","내달부터 80개 품목 대상…가습기용 소독·보존제 등 생활제품도짝퉁 차단시스템 이달중 마련…짝퉁 유통하는 플랫폼 제재하기로해외플랫폼, 국내 대리인 의무화…'소비자24'로 해외직구 정보 통합 제공



해외 직구(PG)[정연주 제작] 일러스트　  （서울=연합뉴스) 홍국기 기자 = 국민의 안전과 건강에 영향을 줄 수 있는 80개 품목에 안전 인증이 없다면 해당 제품의 해외 직접구매(직구)가 원천 금지되는 조치가 다음 달 시행된다.    정부는 16일 인천공항본부세관에서 한덕수 국무총리 주재로 국정현안관계장관회의를 열어 이런 내용의 '해외 직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'을 발표했다.    그간 해외 직구가 아닌 정식 수입 절차를 거친 제품은 국가인증통합마크(KC) 인증 등을 거쳐 국내에 유통됐으나 해외 직구를 통한 제품은 별도의 안전 확인 절차 없이 국내에 반입됐다.    그러나 최근 중국 쇼핑 플랫폼인 알리익스프레스와 테무 등을 통한 해외 직구가 급증하고, 인체에 해롭거나 위험한 제품의 반입도 덩달아 늘자, 앞으로는 해외 직구 제품도 안전 관리를 강화하겠다는 것이다.



[그래픽] 해외직구 소비자 안전 강화 방안(서울=연합뉴스) 이재윤 기자 = 정부는 16일 인천공항본부세관에서 한덕수 국무총리 주재로 국정현안관계장관회의를 열어 '해외 직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'을 발표했다.    앞으로는 13세 이하 어린이가 사용하는 유모차와 장난감 등 어린이용품 34개 품목, 미인증 제품을 쓰면 화재·감전 우려가 있는 전기온수매트 등 전기·생활용품 34개 품목은 KC 인증이 없는 경우 해외 직구가 원천 금지된다.    yoon2@yna.co.kr    X(트위터) @yonhap_graphics  페이스북 tuney.kr/LeYN1    13세 이하 어린이가 사용하는 유모차와 장난감 등 어린이용품 34개 품목, 미인증 제품을 쓰면 화재·감전 우려가 있는 전기온수매트 등 전기·생활용품 34개 품목은 KC 인증이 없는 경우 해외 직구가 원천 금지된다.    또 가습기용 소독·보존제 등 생활화학제품 12개 품목도 신고·승인을 받지 않은 제품의 해외 직구를 금지하기로 했다.    안전 인증을 받았더라도 유해 성분이 포함된 제품이 국내로 반입되지 않도록 하는 조처도 함께 시행된다.    피부에 직접 닿는 화장품·위생용품은 1천50종의 사용 금지 원료를 포함했는지 검사해 유해성이 확인된 제품은 국내 반입을 금지한다.    장신구와 생활화학제품 등도 모니터링과 실태 조사 등을 통해 유해 물질 기준치를 초과하는 제품은 국내 반입을 차단한다.



해외 직구 건강식품에서 마약성분 등 유해물질 검출 (CG)[연합뉴스TV 제공]    애초에 해외 직구가 금지된 의약품과 의료 기기도 관리를 강화한다. 2021년 678건에 그쳤던 불법 의료 기기 적발 건수는 2022년 849건, 지난해 6천958건으로 급증세다.    정부는 약사법 개정을 추진해 의약품·동물용의약품의 해외 직구 금지를 명확히 하고, 의료 기기에 대해서는 통관 단계에서 특별·기획 점검을 강화할 방침이다.    아울러 해외 직구로 급증하는 가짜 물품 반입을 차단하기 위해 해외 플랫폼에 대한 빅데이터 기반의 인공지능(AI) 모니터링을 강화하고, 특허청·관세청 보유 정보를 실시간으로 연결하는 차단 시스템을 이달 중 도입할 예정이다.    연내 상표법 개정을 통해 플랫폼 기업이 가품 차단 등을 이행하지 않을 경우 제재할 수 있는 근거도 마련한다.    해외 플랫폼에 의한 개인정보 침해 우려가 지속되는 상황에서 정부는 현재 조사 중인 플랫폼 기업들의 개인정보 보호법 위반 여부와 애플리케이션 접근 권한 미고지 여부 등을 올해 상반기 중에 공표할 계획이다.    정부는 해외 플랫폼 이용 과정에서 발생하는 소비자 피해 구제와 제재의 실효성을 확보하기 위해 해외 플랫폼의 국내 대리인 지정을 의무화하기 위한 법률 개정을 추진한다.    지정된 국내 대리인은 소비자 피해 구제를 담당하면서 KC 미인증 제품 판매 정보 삭제, 불법 제품 및 가품의 유통 차단 조치를 이행하게 된다.    또 정부는 현재 부처별로 산재한 해외 직구 정보에 대해 소비자들의 접근성과 편의성을 제고할 수 있도록 '소비자24'에 관련 정보를 통합해 제공한다. 개편된 소비자24는 이날부터 가동된다.



해외 직구 연간 면세 한도[장현경 제작] 일러스트    정부는 소액 수입 물품 면세제도를 악용해 의도적인 분할(쪼개기) 후 면세 통관을 시도하는 사례를 방지하기 위한 제도 개편을 검토하고 있다.    위해 물품 반입 차단에 최적화한 통관 플랫폼도 2026년까지 구축할 계획이다.    redflag@yna.co.kr",0,3,2
"세종문화회관, 성수동에 '싱크 넥스트 24' 팝업스토어 운영",(서울=연합뉴스) 류효림 기자 = 16일 서울 성동구 성수동 복합문화공간 Y173에서 열린 세종문화회관 '싱크 넥스트 24'(Sync Next 24) 미디어데이에서 참석자들이 팝업스토어를 둘러보고 있다. 2024.5.16    ryousanta@yna.co.kr,0,3,2
"""국민 안전을 해치는 해외직구 제품 원천 차단""",(세종=연합뉴스) 배재만 기자 = 이정원 국무조정실 2차장(오른쪽 세 번째)이 14일 정부세종청사에서 국민 안전을 해치는 해외직구 제품 원천 차단을 골자로 한 '해외직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'에 대해 설명하고 있다. 2024.5.16    scoop@yna.co.kr,0,3,2
"""국민 안전을 해치는 해외직구 제품 원천 차단""",(세종=연합뉴스) 배재만 기자 = 이정원 국무조정실 2차장(오른쪽 두 번째)이 14일 정부세종청사에서 국민 안전을 해치는 해외직구 제품 원천 차단을 골자로 한 '해외직구 급증에 따른 소비자 안전 강화 및 기업 경쟁력 제고 방안'에 대해 설명하고 있다. 2024.5.16    scoop@yna.co.kr,0,3,2
[그래픽] KDI 2024년 한국 경제 전망,(서울=연합뉴스) 김민지 기자 = 16일 한국개발연구원(KDI)이 발표한 경제 전망에 따르면 KDI는 올해 실질 국내총생산(GDP)이 지난해보다 2.6% 성장할 것으로 전망했다.    minfo@yna.co.kr    X(트위터) @yonhap_graphics  페이스북 tuney.kr/LeYN1,0,3,2
"中CCTV ""시진핑-푸틴, 오늘 오전 베이징서 소규모 회담""",중국 시진핑 국가주석 - 러시아 푸틴 대통령 (PG)[장현경 제작] 일러스트(베이징=연합뉴스) 정성조 특파원 = 시진핑 중국 국가주석이 중국을 국빈방문한 블라디미르 푸틴 러시아 대통령과 16일 오전(이하 현지시간) 베이징 인민대회당에서 소규모 회담을 가질 예정이라고 중국중앙TV(CCTV)가 이날 보도했다.    앞서 푸틴 대통령은 이날 오전 4시쯤 최대 우방국 중국에 도착해 이틀에 걸친 국빈 방문 일정을 시작했다.     그의 중국 방문은 지난 3월 대통령 선거 승리와 이달 7일 취임식으로 집권 5기를 시작한 뒤 첫 해외 일정이다.     양국 정상은 또 이날 수교 75주년 기념 공연이 끝난 뒤 공원을 산책하고 차를 마시며 약 45분간 비공식 대화를 나눌 예정이다.    이후 양측 대표단이 참석하는 비공식 만찬이 열린다.    xing@yna.co.kr,0,3,2
